Ruta Relativa,Nombre Archivo,Extensión,Tamaño (bytes),Categoría,Fecha Modificación,Ruta Absoluta
02_ACTIVIDADES_REALIZADAS/dossier_patrocinio.pdf,dossier_patrocinio.pdf,.pdf,2814971,documento,2026-07-25T13:45:58.844425,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/dossier_patrocinio.pdf
04_COMUNICACION_Y_DIFUSION/.DS_Store,.DS_Store,,6148,otro,2026-07-25T17:20:28.727913,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/.DS_Store
04_COMUNICACION_Y_DIFUSION/creacion_contenido/.DS_Store,.DS_Store,,6148,otro,2026-07-25T17:20:28.728860,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/.DS_Store
04_COMUNICACION_Y_DIFUSION/creacion_contenido/circo_artesVivas_IG/.DS_Store,.DS_Store,,6148,otro,2026-07-23T11:38:00.559400,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/circo_artesVivas_IG/.DS_Store
04_COMUNICACION_Y_DIFUSION/creacion_contenido/circo_artesVivas_IG/circo_artesVivas_IG.gif,circo_artesVivas_IG.gif,.gif,15594113,imagen,2026-05-27T11:18:35.170684,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/circo_artesVivas_IG/circo_artesVivas_IG.gif
04_COMUNICACION_Y_DIFUSION/creacion_contenido/circo_artesVivas_IG/circo_artesVivas_IG.mp4,circo_artesVivas_IG.mp4,.mp4,46475854,audiovisual,2026-05-27T11:18:27.917404,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/circo_artesVivas_IG/circo_artesVivas_IG.mp4
04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_IG/danza_calle_IG.gif,danza_calle_IG.gif,.gif,17835172,imagen,2026-05-04T13:40:02.496465,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_IG/danza_calle_IG.gif
04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_IG/danza_calle_IG.mp4,danza_calle_IG.mp4,.mp4,41327923,audiovisual,2026-05-04T13:39:53.155898,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_IG/danza_calle_IG.mp4
04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_brevo/danza_calle_brevo.gif,danza_calle_brevo.gif,.gif,14623005,imagen,2026-05-04T12:06:53.184666,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_brevo/danza_calle_brevo.gif
04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_brevo/danza_calle_brevo.mp4,danza_calle_brevo.mp4,.mp4,44384175,audiovisual,2026-05-04T12:06:44.993550,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_brevo/danza_calle_brevo.mp4
04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/.DS_Store,.DS_Store,,6148,otro,2026-07-25T14:31:28.306785,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/.DS_Store
"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 10_28_39.png","ChatGPT Image 12 jun 2026, 10_28_39.png",.png,1608667,imagen,2026-06-12T10:28:40.014031,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 10_28_39.png"
"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 10_40_02.png","ChatGPT Image 12 jun 2026, 10_40_02.png",.png,1544232,imagen,2026-06-12T10:40:03.375718,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 10_40_02.png"
"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 10_55_11.png","ChatGPT Image 12 jun 2026, 10_55_11.png",.png,1530586,imagen,2026-06-12T10:55:12.356883,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 10_55_11.png"
"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_08_20.png","ChatGPT Image 12 jun 2026, 11_08_20.png",.png,1574408,imagen,2026-06-12T11:08:20.569201,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_08_20.png"
"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_31_08.png","ChatGPT Image 12 jun 2026, 11_31_08.png",.png,962992,imagen,2026-06-12T11:31:09.684805,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_31_08.png"
"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_35_46.png","ChatGPT Image 12 jun 2026, 11_35_46.png",.png,760432,imagen,2026-06-12T11:35:47.373444,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_35_46.png"
"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_45_24.png","ChatGPT Image 12 jun 2026, 11_45_24.png",.png,1000914,imagen,2026-06-12T11:45:25.540034,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_45_24.png"
"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_45_30.png","ChatGPT Image 12 jun 2026, 11_45_30.png",.png,1086901,imagen,2026-06-12T11:45:31.466964,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_45_30.png"
04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/enGira! - Artículo 01 Datos y Gestión Cultural.pdf,enGira! - Artículo 01 Datos y Gestión Cultural.pdf,.pdf,209708,documento,2026-06-11T13:18:46.232710,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/enGira! - Artículo 01 Datos y Gestión Cultural.pdf
"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 10_28_39.png","ChatGPT Image 12 jun 2026, 10_28_39.png",.png,1608667,imagen,2026-06-12T10:28:40.014031,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 10_28_39.png"
"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 10_40_02.png","ChatGPT Image 12 jun 2026, 10_40_02.png",.png,1544232,imagen,2026-06-12T10:40:03.375718,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 10_40_02.png"
"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 10_55_11.png","ChatGPT Image 12 jun 2026, 10_55_11.png",.png,1530586,imagen,2026-06-12T10:55:12.356883,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 10_55_11.png"
"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_08_20.png","ChatGPT Image 12 jun 2026, 11_08_20.png",.png,1574408,imagen,2026-06-12T11:08:20.569201,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_08_20.png"
"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_31_08.png","ChatGPT Image 12 jun 2026, 11_31_08.png",.png,962992,imagen,2026-06-12T11:31:09.684805,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_31_08.png"
"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_35_46.png","ChatGPT Image 12 jun 2026, 11_35_46.png",.png,760432,imagen,2026-06-12T11:35:47.373444,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_35_46.png"
"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_45_24.png","ChatGPT Image 12 jun 2026, 11_45_24.png",.png,1000914,imagen,2026-06-12T11:45:25.540034,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_45_24.png"
"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_45_30.png","ChatGPT Image 12 jun 2026, 11_45_30.png",.png,1086901,imagen,2026-06-12T11:45:31.466964,"/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_45_30.png"
05_PARTICIPANTES_Y_COLABORADORES/.DS_Store,.DS_Store,,10244,otro,2026-07-25T17:20:28.729916,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/.DS_Store
05_PARTICIPANTES_Y_COLABORADORES/20251104152200_210.pdf,20251104152200_210.pdf,.pdf,346914,documento,2025-11-05T11:54:59.861888,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/20251104152200_210.pdf
05_PARTICIPANTES_Y_COLABORADORES/20251104152206_781.pdf,20251104152206_781.pdf,.pdf,68153,documento,2025-11-05T11:55:02.676556,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/20251104152206_781.pdf
05_PARTICIPANTES_Y_COLABORADORES/CONTRATO PRL MARIA JOSE MORAL_signed.pdf,CONTRATO PRL MARIA JOSE MORAL_signed.pdf,.pdf,341721,documento,2024-10-14T10:43:42,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/CONTRATO PRL MARIA JOSE MORAL_signed.pdf
05_PARTICIPANTES_Y_COLABORADORES/CONTRATO_PRESTADOR_SERVICIOS_FIRMADO_MARIA JOSE MORAL.pdf,CONTRATO_PRESTADOR_SERVICIOS_FIRMADO_MARIA JOSE MORAL.pdf,.pdf,80096,documento,2024-10-11T10:17:54,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/CONTRATO_PRESTADOR_SERVICIOS_FIRMADO_MARIA JOSE MORAL.pdf
05_PARTICIPANTES_Y_COLABORADORES/CONTROL HORARIO/.DS_Store,.DS_Store,,6148,otro,2025-10-08T11:00:31.860318,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/CONTROL HORARIO/.DS_Store
05_PARTICIPANTES_Y_COLABORADORES/CONTROL HORARIO/20251105115206-informe-mensual-control-horario-octubre.pdf,20251105115206-informe-mensual-control-horario-octubre.pdf,.pdf,84689,documento,2025-11-05T11:53:04.145637,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/CONTROL HORARIO/20251105115206-informe-mensual-control-horario-octubre.pdf
05_PARTICIPANTES_Y_COLABORADORES/CONTROL HORARIO/hores enGira! setembre_signed.pdf,hores enGira! setembre_signed.pdf,.pdf,184046,documento,2025-10-08T10:59:40.915952,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/CONTROL HORARIO/hores enGira! setembre_signed.pdf
05_PARTICIPANTES_Y_COLABORADORES/FUNCIONES DEL PUESTO.docx,FUNCIONES DEL PUESTO.docx,.docx,223718,documento,2026-07-25T13:00:40.287346,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/FUNCIONES DEL PUESTO.docx
05_PARTICIPANTES_Y_COLABORADORES/MARIA JOSE MORAL.pdf,MARIA JOSE MORAL.pdf,.pdf,472543,documento,2024-09-04T13:46:56,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/MARIA JOSE MORAL.pdf
05_PARTICIPANTES_Y_COLABORADORES/NÓMINAS/Copia de NOM_CARLES_HARILLO_signed.pdf,Copia de NOM_CARLES_HARILLO_signed.pdf,.pdf,306549,documento,2025-10-08T10:53:30.434876,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/NÓMINAS/Copia de NOM_CARLES_HARILLO_signed.pdf
05_PARTICIPANTES_Y_COLABORADORES/contrato zeena_signed_signed.pdf,contrato zeena_signed_signed.pdf,.pdf,157571,documento,2026-04-28T12:14:11.199729,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/contrato zeena_signed_signed.pdf
05_PARTICIPANTES_Y_COLABORADORES/contrato_carles_firmado.pdf,contrato_carles_firmado.pdf,.pdf,1558041,documento,2025-09-11T09:38:21,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/contrato_carles_firmado.pdf
05_PARTICIPANTES_Y_COLABORADORES/rebajanuevaempleadaautnoma/finiq. darlene 241125.pdf,finiq. darlene 241125.pdf,.pdf,379075,documento,2025-11-25T12:12:22,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/rebajanuevaempleadaautnoma/finiq. darlene 241125.pdf
05_PARTICIPANTES_Y_COLABORADORES/rebajanuevaempleadaautnoma/no sup. pp darlene 241125.rtf,no sup. pp darlene 241125.rtf,.rtf,21835,otro,2025-11-25T12:12:22,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/rebajanuevaempleadaautnoma/no sup. pp darlene 241125.rtf
05_PARTICIPANTES_Y_COLABORADORES/rebajanuevaempleadaautnoma/recibo finiq. darlene 241125.pdf,recibo finiq. darlene 241125.pdf,.pdf,470566,documento,2025-11-25T12:12:22,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/rebajanuevaempleadaautnoma/recibo finiq. darlene 241125.pdf
05_PARTICIPANTES_Y_COLABORADORES/redespidotrabajador/despido carles 311025.doc,despido carles 311025.doc,.doc,30720,documento,2025-10-31T13:21:14,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/redespidotrabajador/despido carles 311025.doc
05_PARTICIPANTES_Y_COLABORADORES/redespidotrabajador/finiq. maria jose 311025.pdf,finiq. maria jose 311025.pdf,.pdf,379558,documento,2025-10-31T13:21:14,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/redespidotrabajador/finiq. maria jose 311025.pdf
05_PARTICIPANTES_Y_COLABORADORES/redespidotrabajador/recibo finiq. maria jose 311025.pdf,recibo finiq. maria jose 311025.pdf,.pdf,470688,documento,2025-10-31T13:21:14,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/redespidotrabajador/recibo finiq. maria jose 311025.pdf
05_PARTICIPANTES_Y_COLABORADORES/servidor/Acuerdo de encargo de tratamiento de datos personales.pdf,Acuerdo de encargo de tratamiento de datos personales.pdf,.pdf,58030,documento,2024-01-24T11:33:04,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/servidor/Acuerdo de encargo de tratamiento de datos personales.pdf
05_PARTICIPANTES_Y_COLABORADORES/servidor/Condiciones particulares - Servidores.pdf,Condiciones particulares - Servidores.pdf,.pdf,64567,documento,2024-01-24T11:33:04,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/servidor/Condiciones particulares - Servidores.pdf
05_PARTICIPANTES_Y_COLABORADORES/servidor/Condiciones y Términos Generales.pdf,Condiciones y Términos Generales.pdf,.pdf,81894,documento,2024-01-24T11:33:02,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/servidor/Condiciones y Términos Generales.pdf
05_PARTICIPANTES_Y_COLABORADORES/servidor/Información al consumidor y usuario sobre el derecho de desistimiento.pdf,Información al consumidor y usuario sobre el derecho de desistimiento.pdf,.pdf,43059,documento,2024-01-24T11:33:02,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/05_PARTICIPANTES_Y_COLABORADORES/servidor/Información al consumidor y usuario sobre el derecho de desistimiento.pdf
06_DESARROLLO_PLATAFORMA/.DS_Store,.DS_Store,,6148,otro,2026-07-25T17:20:28.719907,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/.DS_Store
06_DESARROLLO_PLATAFORMA/SEO/.DS_Store,.DS_Store,,6148,otro,2025-10-07T14:17:59.766135,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/.DS_Store
06_DESARROLLO_PLATAFORMA/SEO/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_11_01.pdf,3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_11_01.pdf,.pdf,1688572,documento,2025-11-03T10:14:27.054294,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_11_01.pdf
06_DESARROLLO_PLATAFORMA/SEO/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2026_02_01.pdf,3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2026_02_01.pdf,.pdf,1348652,documento,2026-02-05T18:16:19.751472,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2026_02_01.pdf
06_DESARROLLO_PLATAFORMA/SEO/Implementación - Engina art.docx,Implementación - Engina art.docx,.docx,1321677,documento,2024-12-02T09:50:46,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/Implementación - Engina art.docx
06_DESARROLLO_PLATAFORMA/SEO/mpE_C6GGUgR7ow3P7hDAqKrZCdxvjCajFoM+YNnH2Fw=.pdf,mpE_C6GGUgR7ow3P7hDAqKrZCdxvjCajFoM+YNnH2Fw=.pdf,.pdf,114427,documento,2024-10-07T12:52:38,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/mpE_C6GGUgR7ow3P7hDAqKrZCdxvjCajFoM+YNnH2Fw=.pdf
06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_02_03.pdf,3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_02_03.pdf,.pdf,278101,documento,2025-03-03T11:00:42,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_02_03.pdf
