Ruta Relativa,Nombre Archivo,Extensión,Tamaño (bytes),Categoría,Fecha Modificación,Ruta Absoluta
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SERVIDOR/Factura_2025-09-25_202784197236_V99933615.pdf,Factura_2025-09-25_202784197236_V99933615.pdf,.pdf,74999,documento,2025-09-24T22:17:46,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SERVIDOR/Factura_2025-09-25_202784197236_V99933615.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/FACTURA_FMPVAGI0013315_25-07-2025.pdf,FACTURA_FMPVAGI0013315_25-07-2025.pdf,.pdf,80151,documento,2025-10-01T01:35:02,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/FACTURA_FMPVAGI0013315_25-07-2025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/FACTURA_FMPVAHI0010009_25-08-2025.pdf,FACTURA_FMPVAHI0010009_25-08-2025.pdf,.pdf,80477,documento,2025-10-01T01:35:24,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/FACTURA_FMPVAHI0010009_25-08-2025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/FACTURA_MMPVAGI0016002_25-07-2025.pdf,FACTURA_MMPVAGI0016002_25-07-2025.pdf,.pdf,74635,documento,2025-10-01T01:35:14,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/FACTURA_MMPVAGI0016002_25-07-2025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/FACTURA_MMPVAHI0004037_25-08-2025.pdf,FACTURA_MMPVAHI0004037_25-08-2025.pdf,.pdf,74745,documento,2025-10-01T01:35:34,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/FACTURA_MMPVAHI0004037_25-08-2025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/Factura_FMPVAII004XXXX.pdf,Factura_FMPVAII004XXXX.pdf,.pdf,66586,documento,2025-09-24T13:08:38,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/Factura_FMPVAII004XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/Factura_MMPVAII001XXXX.pdf,Factura_MMPVAII001XXXX.pdf,.pdf,59410,documento,2025-09-24T13:09:04,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SUMINISTROS/Factura_MMPVAII001XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/.DS_Store,.DS_Store,,10244,otro,2026-04-02T12:48:34.386547,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/.DS_Store,.DS_Store,,6148,otro,2026-04-02T12:48:34.387266,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/Captura de pantalla 2025-11-25 a las 11.29.12.png,Captura de pantalla 2025-11-25 a las 11.29.12.png,.png,185909,imagen,2025-11-25T02:29:24,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/Captura de pantalla 2025-11-25 a las 11.29.12.png
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/Invoice_2025_0054_Big_Bang_TA25.pdf,Invoice_2025_0054_Big_Bang_TA25.pdf,.pdf,70405,documento,2025-11-05T01:22:26,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/Invoice_2025_0054_Big_Bang_TA25.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/Invoice_2025_0055_Big_Bang_TA25.pdf,Invoice_2025_0055_Big_Bang_TA25.pdf,.pdf,70261,documento,2025-11-05T01:22:24,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/Invoice_2025_0055_Big_Bang_TA25.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/MERCARTES/20251020_100640.jpg,20251020_100640.jpg,.jpg,4446438,imagen,2025-10-20T02:07:20,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/MERCARTES/20251020_100640.jpg
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/MERCARTES/A-V2025-5238950.pdf,A-V2025-5238950.pdf,.pdf,112017,documento,2025-10-22T02:55:02,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/MERCARTES/A-V2025-5238950.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/MERCARTES/Adobe Scan 20 oct 2025 (1).pdf,Adobe Scan 20 oct 2025 (1).pdf,.pdf,354474,documento,2025-10-24T02:32:44,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/MERCARTES/Adobe Scan 20 oct 2025 (1).pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/MERCARTES/FACTURA María José Moral Morgado octubre 2025.pdf,FACTURA María José Moral Morgado octubre 2025.pdf,.pdf,2292853,documento,2025-10-10T02:49:50,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/MERCARTES/FACTURA María José Moral Morgado octubre 2025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/MERCARTES/factura mercartes.pdf,factura mercartes.pdf,.pdf,77395,documento,2025-10-27T01:08:00,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/COMERCIALIZACIÓN/MERCARTES/factura mercartes.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/.DS_Store,.DS_Store,,6148,otro,2026-04-02T12:34:35.593910,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/Adobe Scan 21 oct 2025.pdf,Adobe Scan 21 oct 2025.pdf,.pdf,297576,documento,2025-10-22T02:52:44,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/Adobe Scan 21 oct 2025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/Adobe Scan 23 oct 2025.pdf,Adobe Scan 23 oct 2025.pdf,.pdf,347003,documento,2025-10-24T01:58:04,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/Adobe Scan 23 oct 2025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/Adobe Scan 24 oct 2025 (1).pdf,Adobe Scan 24 oct 2025 (1).pdf,.pdf,49894,documento,2025-10-27T01:06:02,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/Adobe Scan 24 oct 2025 (1).pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/Adobe Scan 24 oct 2025.pdf,Adobe Scan 24 oct 2025.pdf,.pdf,193373,documento,2025-10-24T03:06:52,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/Adobe Scan 24 oct 2025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/BDC-6790184301-invoice-2847.pdf,BDC-6790184301-invoice-2847.pdf,.pdf,31468,documento,2025-10-27T01:35:16,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/BDC-6790184301-invoice-2847.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/BPBLO_invoice_TB2504602_20251122_235002.pdf,BPBLO_invoice_TB2504602_20251122_235002.pdf,.pdf,445317,documento,2025-11-25T02:29:34,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/BPBLO_invoice_TB2504602_20251122_235002.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/dietas 2.pdf,dietas 2.pdf,.pdf,418049,documento,2026-01-02T13:36:26,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/dietas 2.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/factura 10a.pdf,factura 10a.pdf,.pdf,219681,documento,2025-10-24T01:58:30,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/DIETAS/factura 10a.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/FORMACION/Factura_202512_02.pdf,Factura_202512_02.pdf,.pdf,10273,documento,2026-01-02T01:58:44,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/FORMACION/Factura_202512_02.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/GESTORIA/2501003 maría j moral morgado.pdf,2501003 maría j moral morgado.pdf,.pdf,438065,documento,2025-12-20T08:58:19.310084,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/GESTORIA/2501003 maría j moral morgado.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/GESTORIA/2501006 maría j moral morgado.pdf,2501006 maría j moral morgado.pdf,.pdf,442876,documento,2025-12-19T23:58:14,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/GESTORIA/2501006 maría j moral morgado.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/LEGAL/FACTURA 25005841RSPD.pdf,FACTURA 25005841RSPD.pdf,.pdf,48822,documento,2025-10-24T02:12:16,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/LEGAL/FACTURA 25005841RSPD.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/LEGAL/FACTURA 25032622R.pdf,FACTURA 25032622R.pdf,.pdf,50794,documento,2025-10-29T05:17:48,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/LEGAL/FACTURA 25032622R.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/MANTENIMIENTO TÉCNICO/.DS_Store,.DS_Store,,6148,otro,2026-04-02T12:34:41.031518,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/MANTENIMIENTO TÉCNICO/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/MANTENIMIENTO TÉCNICO/Factura_202512_02.pdf,Factura_202512_02.pdf,.pdf,10273,documento,2026-01-02T01:58:44,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/MANTENIMIENTO TÉCNICO/Factura_202512_02.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/NOMINAS/cos maria moral09-1025.pdf,cos maria moral09-1025.pdf,.pdf,80669,documento,2025-12-11T01:35:08,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/NOMINAS/cos maria moral09-1025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/NOMINAS/finiq. darlene 241125.pdf,finiq. darlene 241125.pdf,.pdf,379075,documento,2026-01-02T04:11:46,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/NOMINAS/finiq. darlene 241125.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/NOMINAS/finiq. maria jose 311025.pdf,finiq. maria jose 311025.pdf,.pdf,379558,documento,2025-10-31T05:21:14,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/NOMINAS/finiq. maria jose 311025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/PROGRAMA ACOMPAÑAMIENTO/1_enGira_programa_acompañamiento.pdf,1_enGira_programa_acompañamiento.pdf,.pdf,52366,documento,2026-01-02T03:14:10,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/PROGRAMA ACOMPAÑAMIENTO/1_enGira_programa_acompañamiento.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SERVIDOR/.DS_Store,.DS_Store,,6148,otro,2026-04-02T12:34:55.228409,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SERVIDOR/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SERVIDOR/Factura_2025-10-25_202784490445_V99933615.pdf,Factura_2025-10-25_202784490445_V99933615.pdf,.pdf,75360,documento,2025-10-27T01:07:00,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SERVIDOR/Factura_2025-10-25_202784490445_V99933615.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SERVIDOR/Factura_2025-11-25_202784784857_V99933615.pdf,Factura_2025-11-25_202784784857_V99933615.pdf,.pdf,75179,documento,2025-11-25T02:28:50,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SERVIDOR/Factura_2025-11-25_202784784857_V99933615.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SERVIDOR/Factura_2025-12-25_202785076764_V99933615.pdf,Factura_2025-12-25_202785076764_V99933615.pdf,.pdf,75310,documento,2026-01-02T02:58:42,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SERVIDOR/Factura_2025-12-25_202785076764_V99933615.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/.DS_Store,.DS_Store,,6148,otro,2026-04-02T12:48:34.382142,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_FMPVAJI006XXXX.pdf,Factura_FMPVAJI006XXXX.pdf,.pdf,73002,documento,2025-10-23T14:07:30,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_FMPVAJI006XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_FMPVAKI003XXXX.pdf,Factura_FMPVAKI003XXXX.pdf,.pdf,72730,documento,2025-12-11T01:35:00,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_FMPVAKI003XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_FMPVALI001XXXX.pdf,Factura_FMPVALI001XXXX.pdf,.pdf,72383,documento,2026-01-02T02:58:36,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_FMPVALI001XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_MMPVAJI002XXXX.pdf,Factura_MMPVAJI002XXXX.pdf,.pdf,65185,documento,2025-10-23T14:08:08,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_MMPVAJI002XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_MMPVAKI001XXXX.pdf,Factura_MMPVAKI001XXXX.pdf,.pdf,65159,documento,2025-12-11T01:34:54,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_MMPVAKI001XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_MMPVALI001XXXX.pdf,Factura_MMPVALI001XXXX.pdf,.pdf,65179,documento,2026-01-02T02:58:38,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Factura_MMPVALI001XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/GASOLINA/Adobe Scan 20 oct 2025.pdf,Adobe Scan 20 oct 2025.pdf,.pdf,253537,documento,2025-10-20T06:06:28,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/GASOLINA/Adobe Scan 20 oct 2025.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/INV328281907.pdf,INV328281907.pdf,.pdf,775613,documento,2025-11-03T04:23:38,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/INV328281907.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Invoice-SIB-4109801.pdf,Invoice-SIB-4109801.pdf,.pdf,54388,documento,2025-11-25T02:30:30,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/Invoice-SIB-4109801.pdf
